title,paragraphs
Army_Act_Section_18,"['CHAPTER IV  ', 'CONDITIONS OF SERVICE  ', '18.  Tenure of service under the Act.— Every person subject to this Act shall hold office during the pleasure of the President.  ', 'NOTE  ', ""This section merely reiterates the constitutional position set out in Art 310(1) of the Constitution. The President's powers to terminate the service by way of dismissal, removal or otherwise, of any person subject to the AA under the said Art are unqualified and unfettered and no show cause notice is necessary.""]"
Army_Act_Section_45,"[""45. Unbecoming conduct- Any officer, junior commissioned officer or warrant officer who behaves in a manner unbecoming his position and the character expected of him shall, on conviction by court-martial, if he is an officer, be liable to be cashiered or to suffer such less punishment as is in this Act mentioned; and, if he is a junior commissioned officer or a warrant officer, be liable to be dismissed or to suffer such less punishment as is in this Act mentioned.  NOTES 1. An offence under this section should not be dealt with summarily under AA.s.83 or 84. 2.  For behaviour to be blameworthy under this section, it must be unbecoming both the accused's position and the character expected of him as an officer/JCO/WO i.e., his refusal to be swayed by considerations other than duty to the service does not, as the word is commonly understood, admit of different degrees or standards at any rate in that class and cannot therefore vary with his position i.e., the rank or appointment held by him except when the behaviour complained of is of a social character i.e., it offends the accepted rules of social behaviour and thus is unbecoming the character from a moral view point, in which case the culpability would depend upon the position held by the accused. Where behaviour complained of is not punishable under this section, a charge may lie under AA.s.63, if such conduct is prejudicial both to good order and military discipline. 3.  The offence under this section must be distinguished from the offence of disgraceful conduct of a cruel, indecent or unnatural kind under AA.s.46(a). As a rule a charge should not be preferred under this section where such behaviour amounts to a specific offence under any other section of AA. The conduct is not brought within the scope of this section by merely applying to it the statutory language; and a court is not warranted in convicting unless of the opinion that the conduct proved was unbecoming of the accused's position and the character expected of him as an officer etc., having regard to its nature and to the circumstances in which it took place. 4.  This section is not applicable to civilians with relative rank and subject to AA under sec. 2(l)(i). 5.  This section is frequently invoked in cases where an officer has given stumer cheques. Such a charge should only be preferred where it is clear from the evidence from the bank that the officer acted in such reckless manner as is tantamount to fraud. 6.  There can be no attempt to commit this offence as unbecoming conduct would include the act as well as an attempt to do such act.""]"
Army_Act_Section_21,"['21.  Power to modify certain fundamental rights in their application to persons subject to this act.   Subject to the provisions of any law for the time being in force relating to the regular Army or to any branch thereof, the Central Government may, by notification, make rules restricting to such extent and in such manner as may be necessary the right of any person subject to this Act— (a)  to be a member of, or to be associated in any way with, any trade union or labour union, or any class of trade or labour unions or any society, institution or association, or any class of societies, institutions or associations ; (b)  to attend or address any meeting or to take part in any demonstration organised by any body of persons for any political or other purposes ; (c)  to communicate with the press or to publish or cause to be published any book, letter or other document.  NOTES ', ""This section has been enacted under the authority of Art33 of the Constitution which empowers Parliament to restrict or abrogate the fundamental rights conferred by the Constitution in their application to 'the Armed Forces'. It gives the Central Government power to make rules restricting the three of. the fundamental rights conferred by Art 19 of the Constitution. The restrictions imposed by the Government under this rule making power will be found in ARs.19, 20 and 21.  Other instances where fundamental rights have been modified in pursuance of Art 33 are: — (a)  Protection from double jeopardy : Art 20(2) of the Constitution has been abrogated by AA.s.127 (b)  The right to be defended by legal practitioner of his choice provided vide Art 22(1) of the Constitution has been restricted by ARs 96 and 129.""]"
Army_Act_Section_20,"['20. Dismissal, removal or reduction by (Chief of the Army Staff)1 and by other officers.—(1)  The (Chief of the Army Staff)1 may dismiss or remove from the service any person subject to this Act other than an officer.  (2)  The (Chief of the Army Staff)[Substituted by Act No. 19  of 1955.], may reduce to a lower grade or rank or the ranks, any warrant officer or any non-commissioned officer.  (3)  An officer having power not less than a brigade or equivalent commander or any prescribed officer may dismiss or remove from the service any person serving under his command other than an officer or a junior commissioned officer.  (4)  Any such officer as is mentioned in sub-section (3) may reduce to a lower grade or rank or the ranks, any warrant officer or any non-commissioned officer under his command.  (5)  A warrant officer reduced to the ranks under this section shall not, however, be required to serve in the ranks as a sepoy.  (6) The commanding officer of an acting non-commissioned officer may order him to revert to his permanent grade as a non-commissioned officer, or if he has no permanent grade above the ranks, to the ranks.  (7) The exercise of any power under this section shall be subject to the said provisions contained in this Act and the rules and regulations made there under.   ', 'NOTES  ', ""1.  For the date an order of dismissal or removal under this section takes effect, see AR.18, and for the date a sentence of dismissal awarded by a court-martial takes effect, see AR.168.  2.  The difference between dismissal and discharge is that the former! does, while the latter does not, imply culpability. (Further dismissal involves the forfeiture of claim to any pension or gratuity which may have been earned. Discharge does not involve such forfeiture. See Regs Pension Part II Regs 14 and 195)  3.  All persons sentenced to imprisonment (expect persons sentenced by court-martial whose sentences are suspended) and such persons sentenced to imprisonment, as it is not desired to retain in the service will, if not dismissed by-the sentence of a court-martial, be dismissed under this section or under AA.s.19; see Regs Army paras167 and 423 also. COs will use their discretion in applying for the dismissal and the higher authorities their discretion in ordering it. Such a dismissal should not be applied for, or at any rate should not be put into effect, until the convict's prisoner sentenced by court-martial has been committed to a civil prison (AR 168). In the case of a sentence passed by a civil court, the application should, if the dismissal is desired, be made as soon as possible after the sentence has been passed by the civil court. In special cases, a prisoner whom it is not desired to retain in the service may be discharged instead of being dismissed.  4. As to furnishing a JCO, WO or OR who is dismissed with a discharge certificate, see AA.s.23 and AR.12 and Regs Array para 169.  5.  A WO or NCO can be reduced in rank under sub-sec (4), but if the ground is some misconduct which is an offence against the Act, he should, as a rule, be brought to trial by a court-martial. 6.  For ranks see Regs Army para.131. Lance and acting rank is a matter to be dealt with by the CO. 7.  When an acting NCO has been punished by court-martial for an offence, and such punishment does not involve reduction or reversion, his CO can revert him to his permanent grade, not as further punishment, but because the proceedings show him to be unfit to hold his appointment. 8.  For CO see AA.s.3(v).""]"
Army_Act_Section_22,"['22.  Retirement, release or discharge.— Any person subject to this Act may be retired, released or discharged from the service by such authority and in such manner as may be prescribed.  ', ""NOTES 1.  A person subject to the AA continues to be so subject until he is duly retired, released, removed, discharged, dismissed or cashiered from the service: AA.s.2(2). 2.  For cashiering, dismissal and removal, see AA.ss.19, 20 and 71 (d), (e) and notes thereto. 3.  As to retirement and resignation of commission of officers, see ARs.14, 15 and 18(1) and Regs Army para 103. 4.  Though regulations may prescribe 'age limits for compulsory retirement in respect of different ranks, every person subject to the AA holds office during the pleasure of the President and has thus no right to be kept in service till he reaches such age limit.  5. 'Released': see AR 16.  6. For authorities competent to authorise discharge see AR.13 and table annexed thereto. The discharge of a person who is under the conditions of his enrolment entitled to be discharged must be authorised and completed with all convenient speed (AR.11) by the proper authorities (AR 13) unless the Central Government has by notification suspended the said entitlement (AR 11). 7.  A valid discharge cannot be cancelled without the consent of the discharged person [AR.11(2)] and as such cancellation in effect amounts to re-enrolment. 8.  Applications for discharge will be made on IAFY-1948. ' 9.  As to furnishing a person who is discharged with a discharge certificate (IAFY-1949) see AA,s.23. AR 12 and Regs Army para.169. 10. For the date discharge takes effect see AR 18(2).""]"
Army_Act_Section_16,"['16.  Persons to be attested- The following persons shall be attested namely:-  (a)  all persons enrolled as combatants ;  (b)  all persons selected to hold a non-commissioned rank ; and  (c)  all other persons subject to this Act as may be prescribed by the Central Government.  NOTE  Attestation involves no further liabilities beyond those assumed at enrolment but confers upon the attested person certain privileges. The discharge of an attested person can, as a rule, only be authorised by higher military authorities, while that of an enrolled person who has not been attested e.g. recruits and followers can be authorised by his CO. Only attested persons are eligible for non-commissioned rank, see AR.8.']"
Army_Act_Section_68,"['173     ', '68. Abetment of offences punishable with imprisonment and not committed. —Any person subject to this Act who abets the commission of any of the offences specified in section 34 to 64 inclusive and punishable with imprisonment shall, on conviction by court-martial, if that offence be not committed in consequence of the abetment, and no express provision is made by this Act for the punishment of such abetment, be liable to suffer imprisonment for a term which may extend to one-half of the longest term provided for that offence or such less punishment as is in this Act mentioned.  ', 'NOTES 1.  See notes to AA. s.66. 2.  This section is similar to AA.s.67; except that it deals with abetment of offences punishable with imprisonment.']"
Army_Act_Section_7,"['7. Commanding officer of persons subject to military law under clause (i) of sub-section (1) of section 2— (1) Every person subject to this Act under clause (i)of subsection (1) of section 2 shall, for the purposes of this Act be deemed to be under the commanding officer of the corps, department or detachment, if any, to which he is attached, and, if he is not so attached, under the command of any officer who may for the time being be named as his commanding officer by the officer commanding the force with which such person for the time being is serving, or any other prescribed officer or if, no such officer is named or prescribed under the command of the said officer commanding the force. (2)  An officer commanding a force shall not place a person subject to this Act under clause (i) of sub-section (1) of section 2 under the command of an officer of rank inferior to that of such person, if there is present at the place where such person is any officer of a higher rank under whose command he can be placed.  ', 'NOTES 1.  Sub-sec. (1) has reference to the powers of a CO e.g. investigation by the CO, trial by SCM, summary proceedings under AAs.80 and 85 etc. 2.  For prescribed officer, see AR.189.']"
Army_Act_Section_55,"['55.  Injury to property.— Any person subject to this Act who commits any of the following offences, that is to say, —  (a)  destroys or injures any property mentioned in clause (a)of section 54 or any property belonging to any military, naval or air force mess, band or institution, or to any person subject to military, naval or air force law, or serving with or attached to, the regular Army; or  (b)  commits any act which causes damage to, or destruction of, any property of the Government by fire; or  (c) kills, injures, makes away with, ill-treats or loses any animal entrusted to him; shall, on conviction by court-martial, be liable, if he has acted wilfully, to suffer imprisonment for a term which may extend to fourteen years or such less punishment as is in this Act mentioned; and if he has acted without reasonable excuse, to suffer imprisonment for a term which may extend to seven years or such less punishment as is in this Act mentioned.  ', 'NOTES  ', '1.  Clause (a). —For special finding see AA.s.139(7). 2. "" Destroys or injures"". —A charge for damaging or injuring the property here mentioned must be laid under this section and not under AA.s.69. The prosecutor must adduce evidence which will either prove, or enable the court to infer, that the destruction or injury was wilful and not accidental. If the injury appears to be the result of neglect, it will be for the court to determine whether the neglect was wilful and intended to injure the property, or was mere carelessness. In the latter case no offence under this section would be committed. 3.  See note 5 to AA.s.54 regarding proving the value of the property destroyed or injured. 4.  Clauses (b) and (c): To constitute an offence under either of these clauses, the act etc., must be either committed wilfully or without Reasonable excuse.']"
Army_Act_Section_41,"['41.  Disobedience to Superior officer.— (1) Any person subject to this act who disobeys in such manner as to show a wilful defiance of authority any lawful command given personally by his superior officer in the execution of his office whether the same is given orally, or in writing or by signal or otherwise shall, on conviction by court-martial be liable to suffer imprisonment for a term which may extend to fourteen years or such less punishment as is in this Act mentioned.  (2)  Any person subject to this Act who disobeys any lawful command given by his superior officer shall, on conviction by court-martial.  if he commits such offence when on active service, be liable to suffer imprisonment for a term which may extend to fourteen years or such less punishment as is in this Act mentioned; and if he commits such offence when on active service, be liable to suffer imprisonment for a term which may extend to five years or such less punishment as is in this Act mentioned.  ', 'NOTES  ', '1.  Offences under this section, when on active service, should not be dealt with summarily under AA.s.80, 83 or 84. 2.  An offence under this section cannot be made the subject of a joint charge. 3.  Lawful Command.—The command must be a specific command to an individual i.e., it must be capable of individual execution by the person to whom it is addressed and justified by military, as well as by civil, law and usage, e.g., a command addressed by a superior officer to four persons to ""dismiss"" is for the purposes of this section a lawful military command to each of the four persons so addressed. The command must relate to military duty that is to say disobedience to it must tend to impede, delay or prevent a military proceeding. The disobedience must have reference to the time at which the command is to be obeyed. If the command be a lawful command, and demands a prompt and immediate compliance, hesitation or unnecessary delay in obeying it may be sufficient to constitute an offence under this section. A person who on being ordered to do a certain thing at some time, uses words expressing an intention not to obey and is immediately confined, does not commit an offence under this section. He should be charged under AA.s.40(c) or 63 according to the circumstances of the case. A neglect to carry out an order due to misapprehension, or forgetfulness, does not constitute an offence under this section though non-compliance with an order through forgetfulness or negligence would be chargeable under AA.s.63. 4.  Sub sec (1).—(a)  The essential ingredients of this offence are that the disobedience should show a wilful defiance of authority and should be disobedience of a lawful command given personally in the execution of his office by a superior officer; in fact, it would ordinarily be such an offence as would fall under AA.s,37 if two or more persons joined in it. In order, therefore, to convict an accused of an offence under this sub-sec it must be shown (i) that a lawful command was given by a superior officer, (ii) that it was given personally by such officer; (iii) that it was given by such officer in the execution of his office; (iv) that the accused disobeyed it, not from any misunderstanding or slowness but so as to show a wilful defiance of his superior officer\'s authority. (b) The disobedience must be willful and deliberate, and distinguished from disobedience arising from forgetfulness or misapprehension (which might, however, be punished under AA.s. 63). It is not disobedience in the sense of this section if a sepoy declines to sign his accounts on the grounds that they are incorrect; nor his failure to obey a command where obedience would be physically impossible. (c)  Religious scruples, however, bonafide, afford no justification for disobedience of commands which are clearly lawful. (d)  Disobedience to an order of a general nature, as for instance to a regimental order or a para of regulations, is not chargeable under this section but under AA.s.42(e) or 63.  5. (a) Superior officer; see AA.s.3(xxiii).—A \'superior officer\' whose command has been restricted, either by the terms of his commission or by regulations, cannot give a lawful command to a person who is, by the terms of such restrictions, placed outside his control. (b)  Disobedience of a lawful order given by a person who is not a superior officer within the meaning of AA.s.3(xxiii) may be punishable under AA.s.63 if the disobedience was prejudicial to good order and military discipline; for instance, a civilian cannot give a ""lawful command"" under this section to a soldier employed under him; but it may well be the soldier\'s duty as such to do the act indicated, and, if so, he may be punished for not doing it under AA.s.63. The particulars of the charge should clearly show that the disobedience was prejudicial to good order and military discipline because the soldier had been placed under the orders of the civilian by a superior military authority. (c)  The particulars of the charge must set out the name of the superior officer and a charge for disobeying an order given by two different superior officers would be bad for duplicity. AR 30(1).  6.  In the execution of his office; see note 7 to AA.s.40.  7.  A court trying an accused for an offence under this sub sec could, if it was not satisfied that the order was given in the execution of the superior\'s office, find the accused guilty of an offence under sub sec (2) provided that in all other respects an offence under this section had been committed (AA.s.139(7)).  8.  Sub sec. (2).—The offence under this sub sec is a less grave offence when not committed on active service and consists of disobedience of any lawful command given by a superior officer but not accompanied by the essential elements of the graver offence under sub sec (1).  9.  The particulars of the charge must specify the command, the name of the superior officer giving it, the fact of disobedience and if the charge is laid under sub sec (1) also that it was given personally by superior officer in the execution of his office specifying the nature of the offence and the manner in which the disobedience showed a willful defiance of authority.']"
Army_Act_Section_39,"['39.  Absence without leave.— Any person subject to this Act who commits any of the following offences, that is to say,— (a)  absents himself without leave; or (b)  without sufficient cause overstays leave granted to him; or (c)  being on leave of absence and having received information from proper authority that any corps, or portion of a corps, or any department, to which he belongs, has been ordered on active service, fails, without sufficient cause, to rejoin without delay; or (d)  without sufficient cause fails to appear at the time fixed at the parade or place appointed for exercise or duty; or (e)  when on parade, or on the line of march, without sufficient cause or without leave from his superior officer, quits the parade or line of march; or (f)  when in camp or garrison or elsewhere, is found beyond any limits fixed, or in any place, prohibited by any general/ local or other order, with out a pass or written leave from his superior officer; or (g)  without leave from his superior officer or without due cause, absents himself from any school when duly ordered to attend there;  shall,on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to three years or such less punishment as is in this Act mentioned.  NOTES  1.  Two or more accused should not be jointly charged with an offence under this section.  2.  Clause (a): The criterion between desertion and absence without leave is intention. Where all the ingredients of the offence of desertion are present except an intention not to return to the service or to avoid some important military duty, the offence will be one of absence without leave or any other offence of this genus e.g., failure to appear at the time fixed at the parade.  3.  (a)  Absence without leave must not be involuntary absence e.g., due to illness or being taken into civil or military custody, whether on surrender or apprehension. However, the mere reporting by an absentee to a provost officer or M.C.O. or the fact that such provost officer or M.C.O. orders the absentee to return to his unit will not terminate the voluntary absence; which will continue to run until the absentee rejoins his unit.  (b)  To render an absence involuntary there must be some physical impracticability, outside the control of the offender, that prevents his return to his unit. Inability to return to his unit through intoxication which is an offence under AA.s.48 will not make such absence involuntary nor would an inability which arises through lack of money or loss of his railway or other ticket. Further, where the absence without leave was originally voluntary and has by change of circumstances, subsequently become involuntary the offender may be convicted of absence for the whole period. Similarly, an absence that was originally involuntary becomes voluntary, if the offender fails to return to his unit at the earliest practicable moment e.g., failure to return on release from a civil prison.  (c)  Where the prosecution proves that the accused was absent and that he had not been granted leave, the court may, in the absence of any satisfactory explanation by the accused, infer that the absence was voluntary.    ', '144     ', '4.  (a)  A court considering a charge under this section should consider \'\'was the accused at the place where his duty required him to be?"" (b)  An offence under this section is one of absence without leave, and not merely absence. Leave of absence must be notified to the applicant for such leave. A person who has applied for leave, and departs from his unit before it is actually granted, commits the offence of being absent without leave, even though the leave had been granted but not notified to him. (c)  When evidence has been given of the accused\'s absence, or failure to appear at the place required, and that evidence is sufficient to raise an inference that he had no leave of absence, then the court may look to the accused to provide evidence, by way of defence, for his ""leave"", ""sufficient cause"" or ""due cause"" as the case may be.  5. (a)  For proof of commencement and termination of absence see note 11to AA.s.38.  (b)  The particulars of a charge of absence without leave should state the date when the absence began and terminated. Where the exact hour of the absence is material for the purpose of proving a whole day\'s absence, as it may be under the provisions of AA.s.92, the hour of the offender\'s departure and return should also be stated in the particulars of the charge. (c)  Where, for some reason, it is not possible to prove the exact dates of commencement and termination of the absence, but it is possible to show that an absentee was at some place other than his place of duty ,at charge under AA.s.63 alleging that he was improperly at one place; whereas his duty required him to be elsewhere may be preferred.  6.  Under AA.s.90(a), read with P & A Regs (Officers), an officer automatically forfeits all pay and allowances due to him for every day he absents himself without leave or overstays the period of his leave unless a satisfactory explanation has been given to his CO and has been approved by the Central Govt. AA.s.91(a),read with P & A Regs (OR), makes such deductions also automatic in the case of persons subject to AA other than officers; the CO of such absentee can, however, remit such penal deduction if the absence does not exceed five days; AR.195(b). The penal deductions under AAss.90(a) and 91(a) may be made without the absentee being convicted by court-martial or dealt with summarily under AA.ss.80, 83 or 84.  7. Under AA.s.139(1) and (2), a person subject to AA and charged with desertion or attempted desertion may be found guilty of absence without leave but not vice versa. Also see note 5 toAA.s.38.  8.  When a person has been absent without leave for 30 clear days or has overstayed his leave without sufficient cause for that period, a court of inquiry will be assembled under AA,s.106. Also see AR 183.  9.  Under AA.s.120(3), a CO can try by SCM a NCO or a sepoy under his command for an offence under this clause. For the circumstances when a CO other than a CO of the unit to which a NCO or OR properly belongs, can try an offence under this clause see note (c) to AA.s.38.  10.  If at any trial for desertion or absence without leave, overstaying leave or not rejoining when warned for service, the accused states in his defence any sufficient or reasonable cause for his absence and refers in support to any officer in the service of the Govt. it is the duty of the court to address such officer if it appears that such officer may prove or disprove the accused\'s statement;  AA.s.143. Failure to comply with this provision may result in annulment of the proceedings.  11.  Clause (b).—This offence is basically the same as in clause (a); except that the absence becomes illegal only after the expiry of his authorised leave; whereas under clause (a)  the absence is illegal ab-initio.  12. If it is proved that a person subject to the AA. has overstayed his leave, it will be for him to show that he had sufficient cause (e.g., sickness or the unexpected interruption of the ordinary means of transit) for doing so. If, however, any evidence as to the cause of his failure to return is known to the prosecutor, it should be adduced, leaving it to the court to decide as to the sufficiency of such cause.      ', '13.  Clause (c)— Charges under clauses (c), (d), (e) or (g) should not ordinarily be preferred as any offence under those clauses must almost invariably amount to an offence under clause (a) and a charge under the latter clause is simple to prove.  14.  Without sufficient cause: see note13 above.  15.  Corps—sees AR 187(3). Department.—see AA.S.3(ix). Active service.—see AA.s.3(i).  16.  Clause (d).—(a) before a conviction can be obtained under this clause, it must be proved that the time was fixed and the place appointed by competent authority, and that the accused was aware of this fact. These facts are sometimes difficult to prove and therefore a charge of absence without leave under clause (a) is usually more practicable. See also note13 above.  (b)  A person who is late for parade commits an offence under this clause, equally with one who is altogether absent.  (c)  Absence from a parade etc., through intoxication should not be charged under this section but underAA.s.48 for intoxication. Ignorance of the order for the parade, although exposing the offender to a charge under AA.s.63, for failing to acquaint himself with the order as required by Regs Army para 324, will not render him liable to a conviction under this clause. Where a reasonable misapprehension of the order exists, based on lack of clarity in the terms of the order itself, this may, in certain circumstances amount to a good defence to the charge.  17.  Clause (f).—\'Camp\' includes a bivouac and any quarters, shelter, or other place where troops are temporarily lodged.  18.  \'General, local or other order\'s—The orders specified in this clause are standing orders or orders in writing and applicable continuously over a period of time to persons present in a certain geographical area or in a certain military formation. Ignorance of the order is no excuse if the order is one which the accused ought, in the ordinary course, to know. But a misapprehension reasonably arising from want of clarify in the order is a ground for exculpation. The existence of the order must be proved by producing it or a certified copy where so permissible under AA.s.142(4) on oath/affirmation to the court. A written order cannot be proved by oral testimony. Evidence must also be led to show that the order was duly posted or brought to the notice of the accused, or that he was otherwise in a position to be acquainted with its contents.  19.  (a) A charge alleging ""without a pass or written leave from his superior officer would be a good charge under this clause, since it is a single offence for him to have neither a pass nor written leave. On the other hand, a charge alleging ""beyond the limits fixed by general or local orders"" would be bad since it might be one offence to be beyond the limits fixed by general orders, and another offence to be beyond the limits fixed by local orders (see AR 30). (b) Without a pass or written leave from his superior officer.—These words are in the nature of an exception, and on being proved that the accused was found beyond fixed limits, it will rest on him to show that he had the proper authority.  20.  Superior officer. See AA.s.3(xxiii).']"
Army_Act_Section_10,"['CHAPTER III  ', 'COMMISSION, APPOINTMENT AND ENROLMENT  10.  Commission and appointment—  The President may grant, to such person as he thinks fit, a commission as an officer, or as a junior commissioned officer or appoint any person as a warrant officer of the regular Army.  ', 'NOTES  ', ""1. ' Such persons as he thinks fit': even an alien or a female may be granted a commission as an officer or JCO or appointed as a WO.  2.  A commission or appointment is strictly speaking not a contract as its grant or termination/withdrawal is not legally dependent on the consent of the grantee.""]"
Army_Act_Section_30,"['30. Immunity of persons attending courts-martial from arrest—*(l)  No presiding officer or member of a court-martial, no judge advocate, no party to any proceeding before a court-martial, or his legal practitioner or agent, and no witness acting in obedience to a summons to attend a court-martial shall, while proceeding to, attending, or returning from, a court-martial, be liable to arrest under civil or revenue process.  (2)  If any such person is arrested under any such process, he may be discharged by order of the court-martial.']"
Army_Act_Section_47,"[""47. Ill-treating a subordinate. —Any officer, junior commissioned officer, warrant officer or non-commissioned officer who uses criminal force to or otherwise ill-treats any person subject to this Act, being his subordinate in rank or position, shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to seven years or such less punishment as is in this Act mentioned.   NOTES 1. (a) An offence under this section should not be dealt with summarily under AA s.80 83 or 84.  (b)  A sepoy cannot commit an offence under this section. (a)  For definitions of 'force' and 'criminal force': see IPC.ss.349 and 350 (Part III) "", '155     (b)  An accused charged under this section with using criminal force may be convicted of an attempt to use criminal force or assault as a special finding under AA.s.139(3) and (8). 3.  Using criminal force or ill-treatment provided for by this section need not necessarily be consequent on or connected with the superior status of the accused. The only essentials necessary to constitute an offence under this section are— (a) that the accused used criminal force to or ill-treated a person subject to AA. subordinate to him in rank or position; and (b) that the accused was acquainted with the identity of the person against Whom he used criminal force or whom he ill-treated. 4.  It is an offence under this section for one NCO to use criminal force or ill-treat another who is not his superior in rank or position. Where two NCOs of equal rank are concerned, evidence must be led to prove that the person against whom criminal force was used was junior to the accused. Where the two are of equal seniority or where one sepoy strikes another, the charge should be laid under AA.s.63 or 69. 5. Where the person against whom criminal force is alleged to be used in a sentry, the charge should be preferred under AA.s.36(a) and not under this section.']"
Army_Act_Section_1,"['1. Short title and commencement.-  (1)This Act may be called the Army Act, 1950. (2) It shall come into force on such date as the Central Government may, by notification in the Official Gazette, appoint in this behalf.  ', 'NOTE  ', 'The AA came into force on 22 July 1950. See Government of India Notification S.R.O.120 dated 22 Jul 50 (Reproduced in Part IV).']"
Army_Act_Section_44,"['44.  False answers on enrolment.— Any person having become subject to this Act who is discovered to have made at the time of enrolment a willfully false answer to any question set forth in the prescribed form of enrolment which has been put to him by the enrolling officer before whom he appears for the purpose of being enrolled shall, on conviction by court-martial, be liable to suffer imprisonment for a term which may extend to five years or such less punishment as is in this Act mentioned.  ', 'NOTES 1 .(a) An offence under this section should not be dealt with summarily under AA.s.80, 83 or 84.  (b)  \'Having become subject\'s —It will be observed that the wording of this section differs from the wording of the other penal sections. This is essential since at the time the offence is committed the person is not actually subject to AA; as he does not become so subject until he has signed the enrolment paper (AA.s.14). 2.  A person charged with ""fraudulent enrolment"" under AA.s.43(a) should not also be charged under this section with ""false answer"" made on the occasion of such enrolment. 3.  (a) The answer must be willfully false; thus where a person might reasonably having been mistaken as to the fact of his having ""served"", where, for instance, he was discharged as unfit before he had done duty or worn uniform, a conviction would not be upheld.  (b)  Where the false answer is as to age, proof must be given by calling some one to prove that the accused is the person referred to in the birth-certificate or register; and a mere production of a birth-certificate or register is not sufficient.     ', '153     ', ""4.  The falsity of the answer must be proved in accordance with the normal rules of evidence. The original enrolment paper must be produced at the trial, see AA.s.141(1).  5.  If false answers are given to two or more questions in the enrolment paper, each false answer should be included in a separate charge. 6. 'Enrolling Officer': see AR7.""]"
Army_Act_Section_15,"['15 . Validity of enrolment— Every person who has for the space of three months been in receipt of pay as a person enrolled under this Act and been borne on the rolls of any corps or department shall be deemed to have been duly enrolled, and shall not be entitled to claim his discharge on the ground of any irregularity or illegality in his enrolment or on any other ground .whatsoever; and if any person, in receipt of such pay and borne on the rolls as aforesaid, claims his discharge before the expiry of three months from his enrolment, no such irregularity or illegality or other ground shall, until he is discharged in pursuance of his claim affect his position as an enrolled person under this Act or invalidate any proceeding, act or thing taken or done prior to his discharge.  ', 'NOTES  ', '1.  The effect of this section is that if a person including the one ineligible for enrolment receives pay for three months or more as an enrolled person, and has been borne on the rolls of any corps or department, without having been enrolled in accordance with the provisions of AA.ss.13 and 14, he may be treated for all purposes as duly enrolled and subject to the AA. except that such a person can claim his discharge before the expiry of three months on any ground e.g. illegality or irregularity but that does not affect his being subject to the AA for the period he is so in receipt of pay and borne on the rolls as aforesaid, until his discharge. After the expiry of three months he cannot claim discharge on grounds of illegality or irregularity of enrolment.  2.  Corps: see AR 187(i).  Department: see AA s.3(ix).']"
Army_Act_Section_4,"['119  ', 'CHAPTER II SPECIAL PROVISIONS FOR THE APPLICATION OF ACT IN ', 'CERTAIN CASES  4.  Application of Act to certain forces under Central Government.— (1) The Central Government may, by notification, apply, with or without modifications, all or any of the provisions of this Act to any force raised and maintained in India under the authority of that Government ( )1 and suspend the operation of any other enactment for the time being applicable to the said force.  (2)  The provisions of this Act so applied shall have effect in respect of persons belonging to the said force as they have effect in respect of persons subject to this Act holding in the regular Army the same or equivalent rank as the aforesaid persons hold for the time being in the said force.  (3) The provisions of this Act so applied shall also have effect in respect of persons who are employed by or are in the. service of or are followers of or accompany any portion of the said force as they have effect in respect of persons subject to this Act under clause (i) of subjection (1) of Section 2.  (4)  While any of the provisions of this Act apply to the said force, the Central Government may, by notification, direct by what authority any jurisdiction, powers or duties incident to the operation of these provisions shall be exercised or performed in respect of the said force.  NOTES  ', ""1. AA has been applied in the following forces:—  Force  Gazette Notification No. and date With or without modification (i) Assam Rifles SRO 117 of 28 Mar 60 and 318 of 6 Dec. 62 as amended by SRO) 325 of 31 Aug 77. With modifications. (ii) Civil General Transport Companies'  "", 'SRO 122 of 22, Jul 50 as amended by SRO 282 of 17 Aug. 60. Without modifications. (iii) General Reserve Engineer Force SROs 329 and 330 of 23 Sep 60.  With modifications.  2  The equivalent ranks of these forces viz-a-viz regular Army are given in the SROs Shown below:-   Force Gazette Notification No. and date (i) Assam Rifles  SRO 325 of 29 Sep 75 (ii) Civil General Transport Companies SRO 1255 of 7 Nov 53 as amended by SRO 126 of 11 Apr. 61  (iii) General Reserve Engineer  SRO 1001 of 20 May 61 as amended by SRO 993 of 4 May 62 Force  ', '3.  The above SROs have been reproduced in Pt IV of the manual.']"
